id,description,year,dateBegan,daterestoration,respondent,geographicAreas,NERCRegion,tags,beginTime,restorationTime,numCustomersAffected,demandLoss
1466,Hurricane Charley,2004,8/13/2004,8/13/2004,Tampa Electric Company,"Eastern Hillsborough, Polk County, Florida",FRCC,"severe weather, hurricane/tropical storm",16:43:00,20:24:00,78000.0,250.0
1467,Hurricane Charley,2004,8/13/2004,8/14/2004,"Utilities Commission, City of New Smyrna Beach","New Smyrna Beach, Florida",FRCC,"severe weather, hurricane/tropical storm",22:04:00,16:23:00,23000.0,65.0
1468,Hurricane Charley,2004,8/13/2004,8/23/2004,Progress Energy Florida,"Florida counties of Hardee, Highlands, Lake, Orange, Osceola, Polk, Seminole, Volusia",FRCC,"severe weather, hurricane/tropical storm",08:00:00,00:00:00,502000.0,1300.0
1469,Hurricane Charley,2004,8/13/2004,8/13/2004,Seminole Electric Cooperative,"Florida counties of Collier, Hendry, Glades, Highlands, Charlotte, Desoto, Lee, Hardee, and Polk",FRCC,"severe weather, hurricane/tropical storm",13:30:00,,200000.0,700.0
1470,Hurricane Charley,2004,8/13/2004,8/13/2004,Florida Power & Light,West Coast of Florida from Naples to Charlotte and in an area centered around Daytona Beach,FRCC,"severe weather, hurricane/tropical storm",15:00:00,23:00:00,1200000.0,1400.0
1471,Unit Tripped,2004,8/9/2004,8/9/2004,Puerto Rico Electric Power Authority,Whole Island of Puerto Rico,PR,generator trip,08:23:00,11:10:00,259478.0,451.7
1472,Fault On Line,2004,8/4/2004,8/4/2004,Southern California Edison,"Northwest Orange County, California",WECC,equipment failure,12:46:00,13:50:00,182000.0,480.0
1473,Severe Weather,2004,8/3/2004,8/4/2004,Commonwealth Edison,Northern Illinois,MAIN,"severe weather, storm",21:00:00,07:00:00,127000.0,127.0
1474,Public Appeal,2004,8/2/2004,8/2/2004,Entergy Transmission,Southeast Texas,SPP,"generator trip, public appeal, load shedding",10:00:00,20:00:00,,
1475,Severe Weather,2004,7/25/2004,7/25/2004,Southern Company,"Georgia, Alabama, Florida panhandle, Southern Mississippi",SERC,"severe weather, storm",22:00:00,23:00:00,61004.0,61.0
1476,Public Appeal,2004,7/24/2004,7/25/2004,Entergy Transmission,Southwest Louisiana in the Acadia Parish vicinity,SPP,public appeal,15:45:00,21:00:00,,
1477,Severe Weather,2004,7/21/2004,7/22/2004,Commonwealth Edison,"Chicago, Illinois",MAIN,"severe weather, thunderstorm",17:30:00,19:00:00,200000.0,200.0
1478,Wild Fire,2004,7/20/2004,7/20/2004,Puerto Rico Electric Power Authority,"Regions of  San Juan, Caguas, Ponce, Bayamon, Carolina, Arecibo and Mayaguez",PR,wild fire,15:44:00,17:51:00,61624.0,200.0
1479,Wild Fire,2004,7/20/2004,7/21/2004,Southern California Edison,"Soledad Canyon near Acton, California",WECC,"wild fire, load shedding",14:26:00,02:00:00,,214.0
1480,Severe Weather,2004,7/13/2004,7/17/2004,Cinergy Services,"West, West Central and Southern Indiana",ECAR,"severe weather, thunderstorm",16:30:00,08:00:00,135000.0,600.0
1481,Unit Tripped,2004,7/13/2004,7/13/2004,City of Tallahassee,"Leon  County, Florida",FRCC,generator trip,13:34:00,17:15:00,42124.0,283.0
1482,Severe Weather,2004,7/7/2004,7/7/2004,Dominion - Virginia Power/North Carolina Power,Central Virginia,SERC,"severe weather, thunderstorm",13:30:00,23:54:00,88110.0,120.0
1483,Fire,2004,7/6/2004,8/9/2004,Salt River Project,"Metro Phoenix, Arizona",WECC,"wild fire, public appeal",06:00:00,12:00:00,,
1484,Fire,2004,7/6/2004,8/9/2004,Arizona Public Service,"Metro Phoenix, Arizona",WECC,"wild fire, public appeal",06:00:00,12:00:00,,
1485,Thunderstorm,2004,6/23/2004,6/23/2004,Southern Company,Georgia and Alabama,SERC,"severe weather, thunderstorm",19:00:00,20:00:00,50595.0,50.0
1486,Firm Load,2004,6/23/2004,6/23/2004,Idaho Power Company,Southern Idaho,WECC,load shedding,17:35:00,19:10:00,35000.0,157.0
1487,Fault On Line,2004,6/14/2004,6/14/2004,Arizona Public Service,"Phoenix, Arizona",WECC,equipment failure,07:41:00,14:39:00,30000.0,200.0
1488,Tornado,2004,6/12/2004,6/12/2004,Lincoln Electric System,"Lincoln, Nebraska",MAPP,"severe weather, tornado",17:37:00,17:41:00,120212.0,428.0
1489,Severe Weather,2004,6/2/2004,6/6/2004,American Electric Power,"Tulsa, Oklahoma",ECAR,"severe weather, thunderstorm",02:35:00,18:00:00,56874.0,280.0
1490,Severe Weather,2004,6/2/2004,6/7/2004,American Electric Power,"Shreveport, Louisiana",ECAR,"severe weather, thunderstorm",01:46:00,16:00:00,59057.0,350.0
1491,Severe Weather,2004,6/1/2004,6/2/2004,TXU Electric Delivery,"Collin, Dallas, Denton, Ellis, Parker, and Tarrant Counties, Texas",ERCOT,"severe weather, wind",17:00:00,01:00:00,500000.0,1900.0
1492,Public Appeal,2004,5/28/2004,5/31/2004,Seminole Electric Cooperative,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1493,Public Appeal,2004,5/28/2004,5/31/2004,City of Tallahassee,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1494,Public Appeal,2004,5/28/2004,5/31/2004,Progress Energy Florida,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1495,Severe Weather,2004,5/21/2004,5/26/2004,American Electric Power,"Northern and Southern Michigan, AEP Fort Wayne/Michigan Region, Buchanan, Elkhart, New Buffalo, South Bend, St. Joseph, Three Rivers areas",ECAR,"severe weather, thunderstorm",11:00:00,21:00:00,122600.0,303.0
1496,Severe Weather,2004,5/21/2004,5/24/2004,Detroit Edison,Southeast Michigan,ECAR,"severe weather, thunderstorm",16:00:00,20:00:00,250000.0,630.0
1497,Severe Weather,2004,5/21/2004,5/25/2004,Consumers Energy,"Lower peninsula of Michigan following cities:  Grand Rapids, Kalamazoo, Battle Creek, Jackson, Bronson, Jonesville, Flint",ECAR,"severe weather, thunderstorm",13:00:00,12:00:00,248209.0,200.0
1498,Severe Weather,2004,5/21/2004,5/25/2004,Allegheny Power,"Western Pennsylvania, Northern West Virginia, Western Maryland, Northern Virginia",MAAC,"severe weather, wind, rain",05:30:00,00:00:00,225353.0,162.0
1499,Severe Weather,2004,5/21/2004,5/24/2004,Ohio Edison,Akron and Youngstown areas,ECAR,"severe weather, thunderstorm",02:00:00,00:00:00,281000.0,525.0
1500,Severe Weather,2004,5/21/2004,5/24/2004,Cleveland Electric Illuminating Company,Cleveland area,ECAR,"severe weather, thunderstorm",02:00:00,00:00:00,127000.0,177.0
1501,Thunderstorm,2004,5/11/2004,5/11/2004,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,"severe weather, thunderstorm",15:30:00,18:00:00,62500.0,85.0
1502,Severe Weather,2004,5/3/2004,5/3/2004,Southern California Edison,Central and Southern California,WECC,"severe weather, heat",14:30:00,19:00:00,940.0,662.0
1503,Severe Weather,2004,4/27/2004,4/30/2004,Snohomish County PUD #1,Snohomish County Washington,WECC,"severe weather, wind",12:35:00,12:00:00,187000.0,300.0
1504,Severe Weather,2004,4/12/2004,4/12/2004,Florida Power & Light,FPL's service territory mostly in Naples and Ft. Myers Florida,FRCC,"severe weather, wind",05:30:00,10:15:00,179000.0,250.0
1505,Thunderstorm,2004,4/10/2004,4/11/2004,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,"severe weather, thunderstorm",20:00:00,16:00:00,85000.0,100.0
1506,Fault On Line,2004,3/17/2004,3/17/2004,El Paso Electric Company,"El Paso, Texas",WECC,equipment failure,13:27:00,14:06:00,100000.0,300.0
1507,Inadequate Resources,2004,3/8/2004,3/8/2004,Southern California Edison,Southern California not including LA,WECC,fuel supply emergency,18:22:00,18:55:00,70000.0,300.0
1508,Severe Weather,2004,3/7/2004,3/9/2004,Duke Energy Company/Duke Power Control Area,North and South Carolina,SERC,"severe weather, storm",18:30:00,08:00:00,206000.0,1000.0
1509,Severe Weather,2004,3/4/2004,3/16/2004,Electric Reliability Council of Texas,North Texas,ERCOT,"severe weather, wind",05:00:00,14:45:00,63000.0,300.0
1510,Severe Weather,2004,2/26/2004,2/26/2004,Southern Company,Georgia,SERC,"severe weather, storm",00:00:00,01:30:00,47165.0,10.0
1511,Severe Weather,2004,2/25/2004,2/26/2004,Pacific Gas and Electric  Company,Northern California,WECC,"severe weather, winter storm",00:01:00,10:00:00,505000.0,240.0
1512,Lightning,2004,2/17/2004,2/17/2004,Crockett Cogeneration,"San Francisco Bay area, California",WECC,"severe weather, thunderstorm",14:25:00,23:57:00,,220.0
1513,Public Appeal,2004,2/14/2004,2/16/2004,National Grid (Niagara Mohawk),"Lake Colby, Lake Placid, Tupper Lake",NPCC,public appeal,20:00:00,,18600.0,30.0
1514,Severe Weather,2004,2/5/2004,2/9/2004,Allegheny Power,"Maryland, Southeastern West Virginia, Northern Virginia, Northern Pennsylvania and South Central Pennsylvania",MAAC,"severe weather, winter storm",20:00:00,20:00:00,87456.0,60.0
1515,Severe Weather,2004,1/28/2004,1/29/2004,Baltimore Gas & Electric Company,"Harford County, Maryland",MAAC,"severe weather, winter storm",13:09:00,05:00:00,70000.0,300.0
1516,Severe Weather,2004,1/26/2004,1/27/2004,Southern Company,North and Central area of Georgia,SERC,"severe weather, winter storm",14:00:00,20:00:00,30689.0,150.0
1517,Severe Weather,2004,1/26/2004,1/28/2004,South Carolina Electric and Gas,Central South Carolina,SERC,"severe weather, winter storm",10:00:00,08:00:00,150000.0,700.0
1518,Severe Weather,2004,1/26/2004,1/29/2004,Progress Energy - Carolinas (Carolina Power and Light),Central and Eastern North Carolina and Northern and Eastern South Carolina,SERC,"severe weather, winter storm",16:00:00,06:30:00,9905.0,475.0
1519,Public Appeal,2004,1/14/2004,1/17/2004,National Grid (New York),"Lake Placid/Saranac, New York",NPCC,public appeal,06:00:00,,18600.0,100.0
1520,Public Appeal,2004,1/8/2004,1/10/2004,National Grid (New York),"Lake Placid/Saranac, New York",NPCC,public appeal,15:00:00,19:00:00,18600.0,100.0
1521,Severe Weather,2004,1/7/2004,1/10/2004,Puget Sound Energy,King County,WECC,"severe weather, winter storm",00:00:00,17:00:00,145000.0,150.0
1522,Severe Weather,2004,1/1/2004,1/2/2004,Pacific Gas and Electric Company,Northern California,WECC,"severe weather, winter storm",07:30:00,16:00:00,263000.0,170.0
1523,Severe Weather,2003,12/28/2003,1/1/2004,Pacific Gas and Electric,Northern California,WECC,"severe weather, winter storm",21:00:00,11:30:00,241000.0,160.0
1524,Earthquake,2003,12/22/2003,12/22/2003,Pacific Gas and Electric,Central California Coast,WECC,earthquake,11:15:00,11:16:00,109750.0,220.0
1525,Cable Failure,2003,12/20/2003,12/21/2003,Pacific Gas and Electric,"San Francisco, California",WECC,equipment failure,15:51:00,23:45:00,120000.0,150.0
1526,Transmission Equipment,2003,12/5/2003,12/5/2003,Upper Peninsula Power Company,Northeast Wisconsin and Central/Western Upper Peninsula of Michigan,MAIN,transmission interruption,07:00:00,20:00:00,2.0,14.0
1527,Transmission Equipment,2003,12/5/2003,12/5/2003,City of Homestead,State of Florida - Dade County,FRCC,transmission interruption,04:49:00,06:25:00,16500.0,27.0
1528,Fault On Line,2003,12/4/2003,12/8/2003,Wisconsin Electric Power Company,Upper Peninsula of Michigan and Northeastern Wisconsin,MAIN,equipment failure,22:15:00,08:30:00,36000.0,500.0
1529,Fault On Line,2003,12/4/2003,12/7/2003,"American Transmission Company, LLC",Northeast Wisconsin and Central/Western Upper Peninsula of Michigan,MAIN,equipment failure,22:34:00,08:30:00,6.0,650.0
1530,Severe Weather,2003,12/4/2003,12/8/2003,Puget Sound Energy,Eastern portions of King County and Pierce County,WECC,"severe weather, wind",07:00:00,07:00:00,200000.0,175.0
1531,Fire,2003,12/1/2003,12/1/2003,REMVEC,Cape Cod and part of SE Massachusetts,NPCC,,18:16:00,20:11:00,300000.0,630.0
1532,Severe Weather,2003,11/13/2003,11/14/2003,Potomac Electric Power Company (Pepco),"Washington, D.C., Montgomery County, Prince Georges County, Md",MAAC,"severe weather, wind",11:00:00,07:30:00,104195.0,400.0
1533,Severe Weather,2003,11/13/2003,11/14/2003,Niagara Mohawk,New York,NPCC,"severe weather, wind",07:30:00,06:30:00,50280.0,180.0
1534,Severe Weather,2003,11/13/2003,11/16/2003,Baltimore Gas and Electric,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Harford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,"severe weather, wind",06:00:00,16:00:00,110000.0,375.0
1535,Severe Weather,2003,11/13/2003,11/13/2003,Dominion-Virginia Power/ North Carolina Power,"Northern Virginia, Richmond area, Eastern Virginia",SERC,"severe weather, wind",13:40:00,15:51:00,67000.0,300.0
1536,Severe Weather,2003,11/12/2003,11/12/2003,Com Ed,Northern Illinois,MAIN,"severe weather, wind",17:00:00,19:00:00,51000.0,371.1
1537,Severe Weather,2003,11/12/2003,11/16/2003,Consumers Energy,Lower Michigan Peninsula,ECAR,"severe weather, wind",17:00:00,18:00:00,245000.0,
1538,Severe Weather,2003,11/12/2003,11/16/2003,DTE Energy,Southeastern Michigan,ECAR,"severe weather, wind",18:00:00,17:00:00,160000.0,75.0
1539,Tornado,2003,11/5/2003,11/5/2003,PJM Interconnection,Maryland/Virginia border,MAAC,"severe weather, tornado",15:16:00,15:54:00,1.0,350.0
1540,Fire,2003,10/26/2003,11/18/2003,San Diego Gas and Electric Company,"San Diego County, California",WECC,wild fire,01:44:00,10:54:00,108000.0,
1541,Hurricane Isabel,2003,9/18/2003,9/28/2003,Potomac Electric Power Company (Pepco),"District of Columbia, Montgomery and Prince George's Counties, Maryland",MAAC,"severe weather, hurricane/tropical storm",16:20:00,18:00:00,530000.0,
1542,Hurricane Isabel,2003,9/18/2003,9/21/2003,PPL Electric Utilities,"All PPL including: Williamsport, Harrisburg, Lancaster, Scranton and Allentown areas",MAAC,"severe weather, hurricane/tropical storm",21:00:00,17:00:00,425000.0,1300.0
1543,Hurricane Isabel,2003,9/18/2003,9/19/2003,Duke Energy Company/Duke Power Control Area,Triangle and Tridad (Greensboro _ High Point)  Areas North Carolina - Northern Region,SERC,"severe weather, hurricane/tropical storm",15:32:00,17:00:00,50000.0,700.0
1544,Hurricane Isabel,2003,9/18/2003,9/24/2003,Allegheny Power,"Maryland, West Virginia, Virginia and Pennsylvania",MAAC,"severe weather, hurricane/tropical storm",14:00:00,00:00:00,237366.0,3085.0
1545,Hurricane Isabel,2003,9/18/2003,9/18/2003,Carolina Power and Light,Eastern North Carolina,SERC,"severe weather, hurricane/tropical storm",11:45:00,00:00:00,320000.0,1655.0
1546,Hurricane Isabel,2003,9/18/2003,9/26/2003,Baltimore Gas and Electric,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,"severe weather, hurricane/tropical storm",12:00:00,22:50:00,650000.0,2000.0
1547,Hurricane Isabel,2003,9/18/2003,9/29/2003,Dominion-Virginia Power/ North Carolina Power,"North Eastern North Carolina, Eastern Central , and Northern Virginia",SERC,"severe weather, hurricane/tropical storm",08:20:00,22:42:00,1800000.0,6512.0
1548,Transmission Equipment,2003,9/7/2003,9/7/2003,"American Transmission Company, LLC",Upper Michigan Peninsula,MAIN,transmission interruption,05:19:00,18:00:00,4.0,310.0
1549,Severe Weather,2003,8/26/2003,8/31/2003,Potomac Electric Power Company,"Washington, D.C.,  Montgomery County,  Prince Georges County, Maryland",MAAC,"severe weather, thunderstorm",16:22:00,18:00:00,153000.0,1500.0
1550,Severe Weather,2003,8/26/2003,8/29/2003,Baltimore Gas and Electric,"Maryland: Anne Arundel County, Baltimore County, Calvert County, Carroll County, Howard County, Montgomery County,  Prince George's and Baltimore City.",MAAC,"severe weather, thunderstorm",16:00:00,12:00:00,133000.0,625.0
1551,Unknown,2003,8/14/2003,8/15/2003,Consolidated Edison Co of  New York,Entire Con Edison System (five boroughs of NYC and Westchester County),NPCC,unknown,16:11:00,21:03:00,3125350.0,11202.0
1552,Unknown,2003,8/14/2003,8/16/2003,First Energy Corporation,"Northeast, Ohio",ECAR,unknown,16:10:00,20:27:00,1203000.0,7000.0
1553,Unknown,2003,8/14/2003,8/16/2003,Detroit Edison,Southeastern Michigan including all of Detroit,ECAR,unknown,16:09:00,07:00:00,2100000.0,11000.0
1554,Unknown,2003,8/14/2003,8/15/2003,"PJM Interconnection, LLC","Northern New Jersey Erie, Pennsylvania  area",MAAC,unknown,16:10:00,06:00:00,,4500.0
1555,Unknown,2003,8/14/2003,8/17/2003,Midwest Independent System Operator,Geographic areas for MISO Reliability Coordination footprint:  Michigan and Ohio,ECAR,unknown,15:00:00,17:00:00,,18500.0
1556,Unknown,2003,8/14/2003,8/16/2003,ISO New England,Southwestern Connecticut and a small portion of Western Massachusetts and Vermont,NPCC,unknown,16:10:00,03:45:00,,2500.0
1557,Unknown,2003,8/14/2003,8/18/2003,New York Independent System Operator,New York State,NPCC,unknown,16:10:00,00:03:00,,22934.0
1558,Unknown,2003,8/14/2003,8/14/2003,Niagara Mohawk,"New York- Buffalo to Albany; Ontario, Canada to Pennsylvania",NPCC,unknown,16:10:00,23:48:00,840137.0,
1559,Unknown,2003,8/14/2003,8/16/2003,Consumers Power,"Southern Lower  Michigan and small areas near Flint, Alma, Saginaw, and Lansing Michigan",ECAR,unknown,16:09:00,13:03:00,101000.0,1007.0
1560,Breaker Failure,2003,7/28/2003,7/28/2003,Arizona Public Service,Arizona,WECC,equipment failure,18:55:00,20:35:00,90000.0,440.0
1561,Severe Weather,2003,7/21/2003,7/24/2003,PPL Electric Utilities,Pennsylvania,MAAC,"severe weather, storm",17:15:00,05:33:00,185000.0,1000.0
1562,Hurricane Claudette,2003,7/15/2003,7/21/2003,American Electric Power-Texas Central Company,Texas,ERCOT,"severe weather, hurricane/tropical storm",08:24:00,10:30:00,108000.0,300.0
1563,Severe Weather,2003,7/9/2003,7/9/2003,Dominion Virginia/North Carolina Power,Northern Central and Eastern Virginia,SERC,"severe weather, thunderstorm",17:14:00,19:09:00,80000.0,120.0
1564,Severe Weather,2003,7/8/2003,7/11/2003,American Electric Power,Ohio,ECAR,"severe weather, thunderstorm",04:00:00,16:00:00,134500.0,11000.0
1565,Severe Weather,2003,7/7/2003,7/7/2003,Com Ed,Northern Illinois,MAIN,"severe weather, thunderstorm",09:00:00,15:00:00,72000.0,
1566,Severe Weather,2003,7/5/2003,7/5/2003,Com Ed,Northern Illinois,MAIN,"severe weather, storm",03:00:00,07:00:00,130000.0,80.0
1567,Severe Weather,2003,7/4/2003,7/6/2003,Cinergy,"Southwest Ohio, portions of Indiana",ECAR,"severe weather, storm",23:41:00,21:00:00,55142.0,200.0
1568,Severe Weather,2003,7/4/2003,7/6/2003,Consumers Energy,Lower Michigan Peninsula,ECAR,"severe weather, thunderstorm",09:00:00,16:00:00,131000.0,
1569,Severe Weather,2003,7/4/2003,7/4/2003,We Energies,Southeast Wisconsin,MAIN,"severe weather, thunderstorm",06:00:00,10:00:00,52000.0,150.0
1570,Unit Tripped,2003,7/2/2003,7/2/2003,Pacific Gas and Electric Company,Northern California,WECC,generator trip,13:54:00,15:59:00,1.0,200.0
1571,Breaker Failure,2003,7/1/2003,7/1/2003,Arizona Public Service Company,"Phoenix, Arizona",WECC,equipment failure,15:15:00,15:50:00,47000.0,1000.0
